Predicted_gap (scaled),Predicted_Lc (scaled)
0.5949089,0.86337185
0.59458077,0.86507446
0.59427375,0.8668962
0.593953,0.8685677
0.5936142,0.87007284
0.5932532,0.87139434
0.5926213,0.8714788
0.59192544,0.8712034
0.59124696,0.87074983
0.5905466,0.87015504
0.5898323,0.86947566
0.5891118,0.86877096
0.58838946,0.86815345
0.5874568,0.8673862
0.5865471,0.8679483
0.5856103,0.86893076
0.5844047,0.87011933
0.6169835,0.04927524
0.6163822,0.050726168
0.6159056,0.052425317
0.61549234,0.054254614
0.6151214,0.05617445
0.6143623,0.05812931
0.6132242,0.060227327
0.6121145,0.06232304
0.61113954,0.06475459
0.60928637,0.067914955
0.6062513,0.07178675
0.60311925,0.07598253
0.60005325,0.080187984
0.59751695,0.0839305
0.5958942,0.08642245
0.5941589,0.08861134
0.59238535,0.0906183
0.59190065,0.09246997
0.59162337,0.09430987
0.5913608,0.096192546
0.5911015,0.09810765
0.5908509,0.1000913
0.59066474,0.1022962
0.5905915,0.104827285
0.5905842,0.10752261
0.59061444,0.11027475
0.5907634,0.113296546
0.590948,0.11638357
0.5911547,0.11950383
0.5913719,0.12265626
0.59158826,0.12584344
0.5918964,0.129376
0.59223944,0.13306372
0.59271,0.13693911
0.59328604,0.14104997
0.5938685,0.14522097
0.5943156,0.14906037
0.5946274,0.15253071
0.594812,0.15565404
0.594973,0.15878883
0.59510446,0.16190588
0.5951654,0.16481093
0.5951282,0.1674953
0.5950455,0.17005846
0.5949725,0.17258713
0.5949415,0.17521636
0.5950047,0.17807433
0.5951845,0.18122149
0.59545356,0.18460104
0.59588164,0.1884577
0.59647983,0.1928616
0.59732515,0.19807854
0.5981489,0.20329791
0.5989339,0.20845935
0.5996671,0.21350813
0.60014194,0.21822545
0.60042495,0.2226212
0.60062814,0.2267569
0.6007453,0.23063162
0.6007646,0.23424187
0.6005979,0.2374757
0.600624,0.24148184
0.60068375,0.24414778
0.6006555,0.24658814
0.60055417,0.24882433
0.6006356,0.2518171
0.60069054,0.2547024
0.60070765,0.25740528
0.60077333,0.26019543
0.60110843,0.26398042
0.6014678,0.26784718
0.6020765,0.27275252
0.6027146,0.27812043
0.6026251,0.2797843
0.60256404,0.28114066
0.6022112,0.28365782
0.6017762,0.2872613
0.6016119,0.29223406
0.6014288,0.29711476
0.6010317,0.30117738
0.6005077,0.30455402
0.6004055,0.307557
0.60017234,0.31016973
0.59976,0.31228006
0.59922284,0.31394893
0.5985841,0.3151841
0.59785753,0.31602922
0.5972417,0.3174286
0.5968558,0.3195091
0.59659505,0.32138225
0.59645003,0.323625
0.596237,0.3272712
0.5962445,0.33117923
0.5964925,0.33511052
0.5964346,0.3388064
0.596495,0.34228224
0.59669477,0.3459967
0.59734535,0.35083717
0.59777397,0.35511222
0.59783435,0.3583661
0.59788746,0.36161628
0.5979211,0.36484635
0.59792125,0.36803383
0.5980766,0.3714792
0.5983717,0.37508318
0.59853756,0.37857172
0.5983698,0.3821783
0.59814006,0.38547626
0.59784526,0.38844088
0.597484,0.39111003
0.5970531,0.39351913
0.59655076,0.3957088
0.5959753,0.39771977
0.59533024,0.39958844
0.5947631,0.40140456
0.5941818,0.40314075
0.59361166,0.4048021
0.5931083,0.40632877
0.5928935,0.4087719
0.592926,0.41242662
0.5930813,0.41641638
0.5932669,0.42036906
0.59346974,0.4243258
0.59364784,0.42906097
0.59375536,0.434652
0.59368527,0.43981352
0.5935788,0.4448901
0.59381515,0.44981423
0.5940579,0.4547886
0.59431165,0.45980147
0.59454906,0.46476224
0.5949447,0.46949986
0.5953381,0.4740811
0.59568405,0.4785945
0.5961235,0.48378757
0.5959416,0.487282
0.5956293,0.49032226
0.59538084,0.49342516
0.59512055,0.49642235
0.59482044,0.49926728
0.594519,0.50208414
0.5942122,0.5048914
0.59389657,0.50771344
0.5935805,0.5106522
0.5934264,0.51485103
0.59325093,0.5189928
0.593057,0.5230345
0.5928802,0.5270207
0.5928693,0.5321565
0.59286165,0.5373295
0.5928358,0.5424022
0.5928024,0.5474415
0.59257704,0.55118895
0.59232247,0.5543719
0.5920698,0.5575335
0.5918256,0.5608238
0.59159756,0.56426424
0.59169865,0.5691409
0.592271,0.57577133
0.5928892,0.5819926
0.59321916,0.58624876
0.5934936,0.5900867
0.5937296,0.5935955
0.59391856,0.5969034
0.5940789,0.60008514
0.5942224,0.6031898
0.5943592,0.6062601
0.59450054,0.60934395
0.59465694,0.61248446
0.59482884,0.6156908
0.5949992,0.6189098
0.5951888,0.6224016
0.5954,0.6262686
0.59555566,0.6299818
0.595096,0.63176787
0.5942997,0.6324276
0.59357905,0.633445
0.5936028,0.63776994
0.5938464,0.6432611
0.5943151,0.64961076
0.59492743,0.6564012
0.5955664,0.6631704
0.59614456,0.6694598
0.59650946,0.6749586
0.5965264,0.67920345
0.5964506,0.6827883
0.59622896,0.6848934
0.5959421,0.68662304
0.5960467,0.69046474
0.5964702,0.6959389
0.5967709,0.7003262
0.59674174,0.7031372
0.59669745,0.70586824
0.59683394,0.7085153
0.5969757,0.71126544
0.596856,0.7135666
0.59671795,0.71590376
0.59659636,0.7182527
0.59627193,0.71997607
0.59617275,0.72300136
0.5964786,0.72829115
0.5970901,0.73430324
0.59770393,0.74032295
0.59834534,0.7463989
0.59898704,0.7525174
0.59964985,0.7588949
0.6003362,0.7654604
0.6010053,0.7721454
0.60166544,0.77893853
0.6023337,0.7857387
0.60298985,0.79245746
0.6036054,0.7989899
0.6047633,0.8052907
0.60575813,0.8110899
0.60646945,0.816051
0.6068582,0.82007724
0.6068222,0.8224793
0.60672015,0.8246442
0.60659623,0.8267171
0.6064793,0.8287855
0.6063741,0.83091605
0.60628587,0.83320796
0.606234,0.8355733
0.60619897,0.838024
0.6061645,0.84066796
0.6061261,0.8434688
0.60602444,0.8462688
0.6057204,0.84870267
0.60530484,0.8508653
0.604908,0.85292006
0.60449976,0.8548278
0.60407215,0.8566197
0.6036264,0.85834396
0.6031656,0.8600488
0.6027113,0.86179674
0.6022806,0.8635106
0.60187244,0.86501765
0.60144776,0.8664962
0.6010006,0.86792475
0.60054165,0.8692547
0.60006875,0.87045455
0.59957767,0.87150705
0.5991003,0.87243074
0.5986214,0.8732108
0.59812963,0.8738239
0.5976308,0.87440336
0.5972109,0.875522
0.59677327,0.87652975
0.5963265,0.8774842
0.5958786,0.8784389
0.5954382,0.87945116
0.5949911,0.8805461
0.5943257,0.881454
0.5935948,0.8824506
0.592777,0.8835083
0.62044007,0.045477465
0.619464,0.046576455
0.6188288,0.04815504
0.61829644,0.049929075
0.6179468,0.05192832
0.61767304,0.05401039
0.61741817,0.056136154
0.6172726,0.05848922
0.61715275,0.060912125
0.6169222,0.063299544
0.616038,0.06594001
0.6150466,0.068446316
0.61426145,0.07167517
0.6121947,0.07598887
0.60941106,0.08067878
0.6062222,0.08448323
0.6027238,0.08704825
0.59994185,0.08933213
0.59825957,0.09130638
0.5965469,0.09323968
0.59479403,0.09516564
0.59418017,0.09721494
0.5940021,0.099365674
0.5938542,0.10159747
0.5938281,0.10415567
0.5939173,0.107009254
0.594056,0.10992919
0.5942726,0.11300045
0.5946064,0.116366476
0.59496915,0.119804054
0.59533644,0.12329586
0.59580386,0.12710014
0.5965549,0.13161924
0.59730756,0.13616028
0.5979799,0.14053681
0.5985371,0.1446515
0.5990041,0.14856425
0.5994963,0.1524204
0.5998823,0.15603606
0.6002929,0.15976998
0.60055107,0.16312945
0.6006595,0.16611788
0.60070765,0.168951
0.60082406,0.1720007
0.6009428,0.175082
0.6010712,0.17813274
0.6013102,0.18145007
0.6016896,0.18510488
0.6021913,0.18899888
0.6027846,0.19314054
0.6033891,0.1973474
0.6039494,0.2014966
0.6045,0.20571694
0.60512114,0.21023357
0.60594463,0.21542236
0.60678834,0.22068954
0.60734206,0.22566092
0.6078314,0.23051256
0.6080318,0.23459816
0.6080841,0.23828799
0.60807234,0.2418099
0.60797703,0.24512902
0.60774213,0.24816003
0.60737914,0.2509145
0.6069928,0.25361514
0.6068604,0.25717768
0.60675126,0.2596539
0.60664004,0.26169083
0.6066833,0.26429582
0.60681945,0.26723674
0.6069828,0.27026558
0.6071951,0.27347326
0.60778946,0.27821356
0.6084688,0.28323105
0.60924286,0.28914112
0.6099739,0.29479343
0.6099351,0.29651958
0.60989624,0.29818693
0.6099466,0.2996982
0.6098065,0.30201197
0.6093703,0.30668822
0.608923,0.31109986
0.6085655,0.3154296
0.60791844,0.31853372
0.6071729,0.32129607
0.60676855,0.32362363
0.6063697,0.3256099
0.60588366,0.32729414
0.6053284,0.32871106
0.60474473,0.32988977
0.60411566,0.3309702
0.60375214,0.33321023
0.6035347,0.33592418
0.60330594,0.3386636
0.60332245,0.34172794
0.60350215,0.34597823
0.60373795,0.351455
0.6043634,0.356846
0.60487574,0.36165988
0.60472333,0.3650618
0.60471827,0.36835733
0.604716,0.37158307
0.6046254,0.37465242
0.60466415,0.3780651
0.60487723,0.38191092
0.6050076,0.3854977
0.6050573,0.38879406
0.60508066,0.39173362
0.60507125,0.3943032
0.6050516,0.39675057
0.6049183,0.3992519
0.6045205,0.40174392
0.60403013,0.4039772
0.60345,0.4059839
0.6027977,0.40780756
0.6020927,0.4094939
0.6013562,0.41109464
0.600608,0.4126555
0.59985995,0.41420555
0.5991264,0.41568652
0.59857345,0.4173457
0.59805775,0.41912684
0.5977849,0.42197213
0.59775776,0.42562047
0.597802,0.42967564
0.5978856,0.43385157
0.5981673,0.4382986
0.59847003,0.44243
0.59874254,0.44726297
0.59896016,0.45290342
0.5990865,0.45869595
0.5991893,0.46424535
0.5994398,0.46924835
0.5995702,0.47385404
0.5995925,0.47808763
0.5995381,0.48210254
0.5996683,0.48581353
0.59978616,0.48934558
0.60002106,0.49354306
0.6002241,0.49775797
0.6003976,0.50203615
0.6005555,0.5062774
0.6005567,0.5101749
0.60027504,0.5132985
0.5998839,0.5161491
0.59946185,0.5189212
0.5990077,0.5215677
0.59868354,0.52444106
0.598451,0.52788544
0.5982778,0.5317384
0.5981,0.53554547
0.5979387,0.5394445
0.59785277,0.54383266
0.5980439,0.55008274
0.5982861,0.55668676
0.5984816,0.5630686
0.5982739,0.5668585
0.59822196,0.57177645
0.5980473,0.5754752
0.5977625,0.5784812
0.597404,0.581159
0.59725094,0.5848036
0.59717757,0.58874285
0.5975603,0.594387
0.59779364,0.59833145
0.59796244,0.6018472
0.59813267,0.6053459
0.59838337,0.60885453
0.5986618,0.6124942
0.59897643,0.6162713
0.5992984,0.6200934
0.5995986,0.6238668
0.599845,0.6274886
0.600009,0.6308675
0.60008764,0.6339929
0.6001265,0.63700974
0.60026854,0.64082485
0.6004865,0.6449684
0.6008164,0.64949226
0.60125583,0.6542518
0.6017718,0.6590395
0.60244143,0.66516834
0.6030658,0.6714803
0.6028673,0.67607075
0.6026801,0.68029517
0.60233945,0.68392843
0.6018616,0.68685466
0.6014671,0.6897269
0.60105187,0.6921539
0.6005867,0.6942158
0.6001171,0.69575506
0.5996023,0.6965228
0.59921104,0.6976075
0.59915143,0.7002721
0.59942263,0.70445675
0.5995054,0.70782614
0.5998231,0.7112197
0.60020095,0.7146479
0.6005714,0.7181145
0.60095376,0.7216091
0.60133356,0.72511685
0.60106885,0.7272452
0.60057825,0.7288212
0.6001918,0.730971
0.6006628,0.7369865
0.60131824,0.74343705
0.6020653,0.75014865
0.6028308,0.7569216
0.6036199,0.76376235
0.60446304,0.7709038
0.6053178,0.7781446
0.6060812,0.78531075
0.60672826,0.7920724
0.60721374,0.7981997
0.6075449,0.8036277
0.60800964,0.8079892
0.60848945,0.81211483
0.6089516,0.81624246
0.6093381,0.8201418
0.6093571,0.8227947
0.6093647,0.82527447
0.60943085,0.82786775
0.60951704,0.8305386
0.6096141,0.8332752
0.6097133,0.8360686
0.60980046,0.83891094
0.60981995,0.84184957
0.6097843,0.84468067
0.60969466,0.84738487
0.6095769,0.85016215
0.6091876,0.8523719
0.608778,0.8544757
0.6083684,0.8565441
0.6079648,0.858621
0.6075482,0.8607328
0.6071251,0.86289847
0.6067198,0.86510456
0.60630053,0.8672763
0.6058667,0.86936927
0.60543656,0.87114775
0.6050026,0.8726685
0.60455763,0.8740455
0.60412186,0.87529314
0.6036567,0.87635654
0.6031582,0.8772204
0.60262585,0.8778893
0.6020674,0.87841034
0.60149103,0.87883115
0.6009052,0.87920475
0.6003269,0.87959003
0.5997923,0.88006514
0.59932774,0.8810772
0.5989513,0.88269746
0.59856683,0.8845068
0.59781283,0.8860287
0.62558776,0.044225685
0.62410975,0.044822305
0.6226983,0.0455167
0.6215243,0.04649032
0.62064296,0.047906116
0.62027746,0.049988106
0.6199356,0.052117795
0.61962754,0.054269575
0.61950225,0.05664339
0.61941403,0.0591351
0.61928326,0.061572902
0.6190627,0.06383572
0.6188679,0.066264436
0.61851984,0.06883727
0.6177566,0.07205437
0.6170495,0.07538264
0.61609864,0.07898172
0.61333454,0.08310405
0.6102616,0.086552724
0.606758,0.08926668
0.6034426,0.091698885
0.6011532,0.09394612
0.5993959,0.09602565
0.5976133,0.098113425
0.5961617,0.10025224
0.5961679,0.102834955
0.59624004,0.10552687
0.59642124,0.1084696
0.5966828,0.11159826
0.5970522,0.1150101
0.5975156,0.11868423
0.59803826,0.122532874
0.5988093,0.12698042
0.59975094,0.13189897
0.6006231,0.1366741
0.6013793,0.14118758
0.60196966,0.14531392
0.602378,0.14900994
0.6026498,0.15239567
0.60312825,0.15640892
0.6035223,0.16013296
0.60380775,0.16352384
0.6039751,0.16662176
0.6040918,0.16959086
0.6042167,0.17257395
0.6044037,0.1757116
0.6048605,0.17957985
0.60544455,0.18378052
0.6061123,0.18817675
0.6068004,0.19260272
0.6074715,0.1970227
0.6080926,0.20132032
0.6086342,0.20543173
0.60910624,0.20940715
0.60954756,0.2133244
0.6100705,0.21749541
0.61074704,0.2221004
0.6113242,0.22675669
0.6115827,0.23099586
0.6118052,0.23512971
0.6119603,0.23908564
0.6120168,0.2427924
0.6119521,0.24619538
0.6117846,0.24932617
0.61153585,0.25222096
0.6111774,0.25485235
0.61076033,0.2572993
0.6103383,0.2596537
0.6101065,0.26259917
0.610035,0.26605484
0.61006504,0.2686687
0.6102831,0.27171203
0.6107237,0.27558985
0.6112269,0.27969494
0.6118335,0.2842217
0.6126892,0.28990445
0.6133955,0.29547805
0.61436754,0.30215263
0.6147708,0.3060595
0.6147153,0.30772668
0.6145887,0.30918616
0.6144845,0.31039336
0.6143747,0.3116943
0.6139677,0.31520212
0.6132911,0.3190453
0.6126115,0.32256752
0.6118117,0.32530847
0.61097497,0.32756662
0.61008483,0.32958397
0.6095572,0.33121708
0.6090277,0.3327101
0.6084608,0.3341283
0.6078394,0.33542398
0.6072209,0.3366566
0.6067089,0.33843806
0.6065793,0.34175286
0.6066066,0.34528002
0.60675776,0.3491247
0.6073155,0.35385242
0.6080107,0.35975337
0.60831195,0.36537775
0.6085129,0.3697556
0.60883826,0.3742148
0.6088564,0.3781308
0.60893613,0.3817985
0.60911983,0.385609
0.6092397,0.38918722
0.6093003,0.39251518
0.6092153,0.39531192
0.60921234,0.39821857
0.60911953,0.4008173
0.6089966,0.40304652
0.6087801,0.40492007
0.6084439,0.40645894
0.6080288,0.40808138
0.6073443,0.40988913
0.6066076,0.41155747
0.6058419,0.41314968
0.60513306,0.41484582
0.6044694,0.41662797
0.6038,0.41840604
0.60312575,0.4201861
0.60244113,0.42191282
0.601751,0.42359355
0.6011768,0.42539045
0.6007368,0.42754015
0.60079455,0.43183073
0.60104394,0.43653384
0.60129035,0.44108263
0.60152006,0.44547155
0.6018008,0.44988552
0.6020537,0.4542072
0.6020524,0.45845237
0.6020444,0.46341974
0.60188717,0.4682999
0.6017305,0.47284755
0.6017442,0.47694826
0.60172856,0.48088208
0.6017055,0.4847105
0.6016806,0.48857814
0.6018171,0.4922954
0.60198385,0.49586368
0.6021964,0.49994984
0.60240823,0.5043016
0.60256726,0.50873864
0.602622,0.5129224
0.60257035,0.51681167
0.6024916,0.520561
0.60238814,0.52414376
0.6020816,0.52704096
0.6016484,0.5295394
0.60126644,0.5322276
0.6010447,0.53592306
0.60101044,0.540657
0.6011488,0.5459958
0.6013009,0.5514561
0.60157764,0.55787885
0.6019072,0.5648603
0.6020326,0.570855
0.60171175,0.574415
0.60125977,0.5771464
0.60097975,0.58114076
0.60063267,0.584205
0.60018224,0.5863795
0.59969324,0.5883828
0.59935164,0.59107274
0.5992126,0.5946344
0.59965575,0.6005652
0.60006964,0.605228
0.6004615,0.6095494
0.60085416,0.6139212
0.60128266,0.61819744
0.6016738,0.62231624
0.60197973,0.62618953
0.60220665,0.6298195
0.6023987,0.6333523
0.6026088,0.6369625
0.60289925,0.6408479
0.60327804,0.64473355
0.6038093,0.6491592
0.6044925,0.6544186
0.60473126,0.6585363
0.604889,0.6624085
0.60495895,0.6659863
0.6051937,0.67041725
0.6055401,0.67543364
0.60585064,0.68088514
0.60607517,0.68595934
0.6059911,0.6898881
0.6051207,0.6915881
0.6041867,0.69282794
0.6034582,0.69432646
0.60273784,0.6957639
0.602265,0.6977689
0.601825,0.6999372
0.6013936,0.70139503
0.60097784,0.7028801
0.6008267,0.7055013
0.601007,0.70937836
0.60147095,0.71322274
0.6020096,0.7170583
0.6025515,0.720913
0.6030509,0.72475195
0.60355467,0.72861266
0.6039006,0.7320567
0.603803,0.73446965
0.60341984,0.7363821
0.6038713,0.74197876
0.6046626,0.74909437
0.6054911,0.7563128
0.6063199,0.7635042
0.6070901,0.7704674
0.6077885,0.777182
0.6083984,0.78360206
0.60880905,0.78936815
0.60905373,0.7945421
0.60916543,0.79917574
0.6092046,0.8034951
0.6092983,0.8076212
0.60970837,0.81148964
0.6102457,0.8157815
0.6110028,0.8207548
0.61126536,0.8240044
0.61143035,0.82701516
0.61158377,0.8300417
0.61170167,0.8330588
0.61180145,0.8360497
0.61188453,0.8389919
0.6119522,0.8418641
0.61197525,0.8446562
0.61191654,0.84737706
0.61184484,0.85004807
0.61164325,0.8526578
0.6112096,0.8550221
0.6108324,0.8574437
0.61044246,0.85989785
0.6100388,0.86235034
0.6096274,0.8647658
0.609221,0.867115
0.60879827,0.86934566
0.6083653,0.871433
0.60794014,0.8733947
0.6074991,0.87508315
0.6070627,0.87639934
0.606591,0.8775225
0.60607904,0.8784483
0.6055417,0.8792299
0.6050238,0.8799599
0.6045041,0.8806511
0.60398275,0.88134223
0.60346776,0.8820829
0.6029672,0.8829222
0.6024887,0.88390636
0.6020404,0.88508576
0.6016301,0.8865087
0.63223606,0.043925256
0.63005865,0.04415243
0.62795174,0.044474266
0.6262604,0.045066945
0.62494785,0.045904018
0.6238329,0.047223218
0.6229088,0.048763394
0.6220814,0.05032873
0.6217218,0.052438393
0.6214289,0.054672025
0.6212035,0.05707086
0.62101775,0.059381165
0.6207685,0.06156987
0.62046796,0.06364154
0.62024564,0.065957375
0.6201679,0.06865855
0.62035817,0.07206025
0.6200902,0.0755593
0.6195487,0.07906484
0.6186245,0.08180377
0.61597544,0.08512619
0.6127836,0.08863032
0.6092846,0.09172348
0.60568243,0.09423665
0.6029536,0.09656453
0.60122234,0.09870033
0.59960765,0.10107567
0.5980848,0.10361259
0.59813,0.10646128
0.5983811,0.1095244
0.5987542,0.1129188
0.59927887,0.116732836
0.599923,0.12086982
0.60084325,0.12559906
0.60183007,0.130547
0.6027345,0.13535532
0.60347253,0.13978171
0.60402226,0.1437723
0.6044016,0.14736705
0.60463107,0.1506122
0.6049635,0.15419763
0.60526836,0.1577481
0.6055376,0.16122445
0.6058134,0.16466665
0.6061314,0.1681067
0.60647565,0.17160624
0.60689586,0.1752859
0.6074104,0.17919444
0.6080083,0.18334648
0.6087154,0.18790317
0.6094353,0.1924878
0.6100779,0.19690666
0.61060303,0.20102286
0.61106986,0.20502678
0.611533,0.2090064
0.6120426,0.21305001
0.6126249,0.2172639
0.6132961,0.22168073
0.61361974,0.2253528
0.61385596,0.22905314
0.6141032,0.23321849
0.6142658,0.23720413
0.6142877,0.24082392
0.61418855,0.24411708
0.61399907,0.24714935
0.61374646,0.24997813
0.6134624,0.25267106
0.6131739,0.25529075
0.6128453,0.25782463
0.6125164,0.26037386
0.61223257,0.26304594
0.6120947,0.26620078
0.6122767,0.2704512
0.6125482,0.27444598
0.6130855,0.27853405
0.61372715,0.28306296
0.6143443,0.28755587
0.61510944,0.29279482
0.61572015,0.29800346
0.6164741,0.30396613
0.61727387,0.31022713
0.6172007,0.31195897
0.61700743,0.31325114
0.6167465,0.31432232
0.6164908,0.3151525
0.616229,0.31588906
0.61588705,0.31839928
0.61514664,0.32180986
0.6143678,0.32497117
0.6136052,0.32786185
0.61262125,0.32969728
0.6116678,0.33158204
0.6108505,0.3332248
0.61024827,0.33468243
0.60964453,0.33614874
0.60910654,0.33781457
0.6087039,0.3397046
0.6084638,0.34211674
0.60871863,0.3466045
0.60912484,0.35125473
0.6095635,0.3559669
0.61015403,0.36100844
0.6106879,0.36604524
0.61046016,0.37052405
0.61046773,0.37463284
0.61050373,0.37849733
0.6104594,0.3821586
0.6105179,0.3856439
0.6106398,0.38911122
0.6107116,0.39237356
0.6107204,0.3954053
0.61065423,0.39818177
0.6107035,0.40119833
0.6105037,0.403465
0.61015934,0.40519002
0.60978276,0.40660492
0.60933524,0.40781912
0.6088371,0.408897
0.60821515,0.41055846
0.6074949,0.412289
0.606763,0.414008
0.60602456,0.41572973
0.60534734,0.4175938
0.60474294,0.41963115
0.6041644,0.4217655
0.60362285,0.42399785
0.6031271,0.42631802
0.60270834,0.42886707
0.6025019,0.43171352
0.602817,0.43688107
0.6031054,0.44162786
0.6033327,0.44601887
0.6034642,0.45011368
0.6035121,0.45388463
0.6034955,0.457361
0.6033854,0.46052185
0.60284936,0.464106
0.6026436,0.46833906
0.6023837,0.47283396
0.60240054,0.476925
0.60243,0.48086968
0.6024247,0.48471338
0.60237914,0.48849016
0.6023364,0.4923317
0.6024575,0.4959047
0.6025434,0.4995201
0.6027195,0.5037317
0.6028475,0.5080358
0.6029391,0.5121909
0.60290915,0.5160073
0.6029032,0.5198871
0.60294294,0.5239388
0.6030497,0.5282677
0.6032422,0.5329686
0.6030623,0.5366438
0.6030665,0.5412357
0.6031872,0.5467046
0.6032234,0.55186355
0.6031252,0.55650276
0.60311455,0.56155205
0.6031893,0.56731284
0.6031431,0.5725175
0.60270005,0.5756556
0.60216457,0.5781166
0.60171187,0.5810787
0.6013575,0.5847008
0.6009282,0.5869195
0.600493,0.58910716
0.6000642,0.59131765
0.5998158,0.5943681
0.6004005,0.6009122
0.60096544,0.60685617
0.6013914,0.611369
0.6017471,0.61568844
0.6020639,0.6197999
0.60241127,0.6238195
0.60277486,0.6279336
0.603216,0.63232464
0.60379654,0.63718534
0.60443455,0.64183617
0.6051269,0.6465974
0.60581416,0.65134317
0.6061016,0.6552032
0.6062345,0.65901923
0.6062469,0.6624231
0.60614866,0.66542894
0.60595423,0.6680622
0.60578597,0.67082477
0.60591453,0.67487323
0.6060129,0.67900395
0.60609704,0.68329144
0.60616934,0.68738556
0.60583276,0.6903634
0.6049638,0.69200003
0.60414684,0.69374204
0.6035434,0.6959822
0.602998,0.69831383
0.6026742,0.7011901
0.6023654,0.703506
0.602058,0.7054286
0.6016909,0.7070402
0.6019444,0.71119463
0.60253227,0.7152246
0.60312617,0.7192819
0.60372764,0.7233717
0.6043125,0.72747976
0.6048915,0.73162436
0.6052406,0.7351338
0.60545665,0.73827374
0.6053183,0.74082345
0.60611326,0.7476964
0.6069867,0.75505877
0.60775733,0.7620393
0.6083731,0.76845497
0.6087854,0.77413404
0.60901695,0.7791931
0.6091713,0.78405464
0.60932153,0.7887696
0.60946715,0.7935767
0.60970205,0.7985623
0.60998046,0.803687
0.6103375,0.8088314
0.6110424,0.8135679
0.61175454,0.81837744
0.6123609,0.8228785
0.6125163,0.82605356
0.6126324,0.829151
0.612786,0.83225614
0.6129305,0.835323
0.6130584,0.8383415
0.61318487,0.8413172
0.6132647,0.84420264
0.6132709,0.8470211
0.61321664,0.8499233
0.6131379,0.852874
0.61273587,0.85544026
0.6123101,0.85808307
0.61187965,0.86067903
0.6114972,0.86322236
0.6110979,0.8656557
0.6106797,0.8679522
0.61025435,0.8701088
0.60981816,0.8721108
0.6093538,0.873939
0.6088668,0.8756105
0.60839295,0.87701
0.60792464,0.87809676
0.60743874,0.8790877
0.60694146,0.880024
0.6064288,0.8809386
0.6059185,0.8818845
0.60545594,0.882951
0.6050152,0.8841429
0.6045969,0.8854925
0.6042084,0.88704485
0.6390905,0.04385881
0.636936,0.044109948
0.634841,0.04444047
0.6327945,0.04483577
0.6307854,0.045281537
0.62880296,0.045763537
0.627212,0.046642415
0.6261955,0.048156925
0.62517583,0.049671844
0.6242084,0.051140517
0.62333184,0.05261056
0.6229908,0.05485353
0.62266123,0.05705311
0.62230355,0.059185535
0.6220473,0.061314918
0.62180334,0.063459255
0.6216912,0.06596102
0.62181413,0.069095574
0.6220977,0.07268556
0.62238806,0.07633361
0.6224851,0.07962453
0.6213853,0.08210064
0.6202001,0.08445404
0.61762816,0.08748687
0.6142993,0.09090038
0.61085474,0.094112806
0.6072802,0.096698366
0.6045498,0.0993049
0.60306287,0.10191851
0.60163945,0.10466936
0.60030216,0.10760519
0.60028195,0.110898145
0.600802,0.11464751
0.60151815,0.11893879
0.6025022,0.12378185
0.6034315,0.12851678
0.6043064,0.13320565
0.6049778,0.13745031
0.60548574,0.14132047
0.60585284,0.14486718
0.6061014,0.14813972
0.60637134,0.1515145
0.6067148,0.15512267
0.6070511,0.15871006
0.60747665,0.16255212
0.6078975,0.16638047
0.6083937,0.17035186
0.6089862,0.17444623
0.6095874,0.17856783
0.610171,0.1826599
0.61070246,0.18665072
0.6112061,0.19070208
0.6117161,0.19485965
0.61223835,0.19902572
0.61275977,0.20318979
0.61330724,0.2073729
0.6139521,0.21179819
0.61472243,0.21649781
0.61550605,0.22117853
0.61577034,0.2246261
0.6159572,0.22788963
0.6160113,0.23126054
0.6159245,0.23431239
0.6158837,0.23774558
0.61574244,0.24089101
0.615533,0.2438257
0.6152889,0.24662906
0.6150405,0.24937636
0.6148071,0.25212967
0.6146068,0.25495118
0.6144548,0.25789657
0.6142996,0.26092973
0.61419886,0.2641599
0.6141534,0.26756898
0.6142357,0.27143088
0.6145591,0.27616066
0.6148861,0.28057337
0.6154911,0.28502634
0.6160311,0.2893278
0.6165219,0.29353786
0.61710805,0.29863492
0.61759216,0.30352098
0.61832505,0.309632
0.6187182,0.31405744
0.61850643,0.3152832
0.6182317,0.3163271
0.6179115,0.31716052
0.61757845,0.3177504
0.6172231,0.31813172
0.61688155,0.31988773
0.6160681,0.32302594
0.61518335,0.32597756
0.61432475,0.32873234
0.6132284,0.33048877
0.61225814,0.33245513
0.61146134,0.33444548
0.6110512,0.3365087
0.610763,0.3388589
0.61057186,0.34148827
0.6104758,0.34424344
0.6104886,0.34751132
0.6108161,0.3522834
0.6111368,0.35685822
0.6113935,0.3611571
0.6117671,0.36572996
0.6117107,0.36913317
0.61138636,0.37325552
0.61134535,0.3771185
0.61137086,0.38083285
0.61127704,0.38431153
0.6113682,0.38777137
0.6114412,0.3910414
0.61143523,0.39401057
0.61133355,0.39665574
0.6111443,0.39901504
0.61095214,0.4013233
0.61058307,0.40307468
0.61010456,0.40446827
0.6096527,0.4056832
0.60916567,0.40681693
0.60866064,0.4079173
0.6081025,0.40960288
0.6074402,0.41156957
0.60680526,0.41363648
0.6062079,0.41583216
0.6056586,0.4181821
0.6052431,0.42085734
0.60488063,0.4237112
0.60456365,0.42666385
0.6042672,0.4296303
0.60396576,0.4325814
0.60377705,0.4356286
0.6039415,0.4402044
0.6040116,0.44423118
0.60403144,0.44794932
0.60397595,0.45140752
0.6038992,0.4547285
